PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,PreviousOwner,AdoptionLikelihood
Dog,Labrador,130,Brown,Large,17.8944983672295,1,0,79,0,1
Bird,Parakeet,16,Orange,Large,21.266176442935,0,1,6,0,0
Bird,Parakeet,137,White,Small,25.7621138122309,0,0,43,1,0
Bird,Parakeet,73,Brown,Medium,5.06479756809918,1,0,31,1,1
Dog,Labrador,166,Gray,Small,16.7813113203273,0,1,28,0,0
Bird,Parakeet,54,White,Large,1.2322360795397,0,0,8,1,0
Rabbit,Rabbit,100,Gray,Small,3.75771578361115,0,0,29,0,0
Rabbit,Rabbit,109,Brown,Large,2.5721405819738,1,0,21,1,0
Cat,Siamese,87,White,Large,22.0388629864491,1,1,81,1,0
Cat,Persian,173,Gray,Small,3.35072735245049,1,0,88,0,0
Cat,Siamese,162,Orange,Small,21.7771364652049,0,0,58,1,0
Bird,Parakeet,137,Orange,Medium,8.23911642790692,1,0,60,0,1
Bird,Parakeet,8,Brown,Large,26.4536758602112,0,0,50,0,0
Dog,Poodle,7,White,Medium,24.5813496625506,1,1,31,0,1
Rabbit,Rabbit,36,Black,Small,28.777076306783,1,0,47,1,0
Rabbit,Rabbit,18,White,Large,26.6290984482829,1,0,34,1,1
Rabbit,Rabbit,3,Orange,Medium,28.0665531543741,0,1,2,0,0
Dog,Labrador,28,Gray,Medium,25.9035294988859,0,0,67,0,1
Bird,Parakeet,70,Black,Medium,21.1080751178308,1,0,72,0,1
Rabbit,Rabbit,172,Brown,Small,5.93751541163764,1,1,52,1,0
Dog,Golden Retriever,149,Black,Small,8.8795180467687,0,0,7,0,0
Rabbit,Rabbit,28,Brown,Small,7.16908201777792,1,0,76,1,0
Cat,Siamese,54,Black,Large,18.503987842088,1,0,19,0,0
Dog,Labrador,65,Brown,Small,15.6049782012344,1,0,15,0,1
Bird,Parakeet,100,Brown,Large,26.1453199175943,1,1,78,0,0
Bird,Parakeet,21,Black,Medium,28.6275131284732,0,0,48,1,1
Dog,Poodle,13,Black,Medium,12.7409367989262,0,0,14,0,1
Rabbit,Rabbit,57,Brown,Small,15.6841660451436,0,0,3,1,0
Cat,Siamese,49,Orange,Medium,29.17397434732,1,0,50,0,1
Cat,Siamese,118,Black,Small,9.01092930707116,0,1,54,0,0
Bird,Parakeet,54,White,Large,23.9793324854056,1,0,6,1,0
Rabbit,Rabbit,138,Gray,Medium,7.53195716772214,0,1,49,1,0
Dog,Labrador,53,Brown,Small,20.7623433473329,1,0,23,1,1
Rabbit,Rabbit,44,Brown,Medium,8.35485320151836,1,0,78,0,1
Rabbit,Rabbit,47,Gray,Medium,26.6282682761102,0,0,78,0,0
Cat,Siamese,53,Orange,Small,17.2828603683636,0,1,20,0,0
Rabbit,Rabbit,74,Gray,Medium,6.39207558535715,1,0,77,0,1
Rabbit,Rabbit,46,Black,Medium,7.5067060952561,0,0,60,1,0
Bird,Parakeet,13,Gray,Medium,15.3216266755349,0,0,45,0,1
Rabbit,Rabbit,165,Brown,Medium,28.8864587416715,0,0,61,0,0
Rabbit,Rabbit,102,Gray,Large,23.319622752626,1,0,56,0,0
Cat,Siamese,24,White,Medium,15.1609796419495,1,1,2,0,0
Dog,Labrador,2,Black,Medium,10.7938551923043,1,0,45,0,1
Dog,Golden Retriever,81,Gray,Small,16.9287863071048,0,0,40,0,0
Bird,Parakeet,100,Brown,Large,22.70246416943,1,0,24,0,0
Cat,Persian,142,Black,Small,23.7339290651312,1,0,29,0,0
Rabbit,Rabbit,138,Brown,Small,10.4136551448114,1,0,67,1,0
Bird,Parakeet,163,Orange,Small,21.9136187782024,0,0,68,0,0
Bird,Parakeet,153,White,Large,20.0758746210494,1,0,66,0,0
Dog,Labrador,131,Orange,Small,28.8142564678925,1,0,84,1,1
Rabbit,Rabbit,111,White,Small,28.0016184247324,1,0,54,1,0
Rabbit,Rabbit,102,Gray,Small,23.8920004425037,0,0,53,1,0
Cat,Siamese,17,Black,Medium,21.9784459767929,0,0,79,1,1
Rabbit,Rabbit,12,Gray,Small,8.947206101424,0,0,49,0,0
Cat,Siamese,116,White,Large,25.5329924268575,0,0,32,0,0
Dog,Poodle,24,White,Large,13.3976654076876,1,0,61,0,0
Cat,Siamese,29,White,Medium,8.8949757326753,1,0,42,0,1
Dog,Poodle,171,Brown,Large,12.1406619806504,1,0,1,1,0
Rabbit,Rabbit,153,Black,Large,25.2421292104787,0,0,63,0,0
Rabbit,Rabbit,122,Gray,Medium,5.31036325175867,0,0,35,1,0
Rabbit,Rabbit,90,Gray,Small,14.2286034924749,0,0,51,1,0
Dog,Poodle,65,Orange,Medium,15.2783702413552,0,1,71,0,0
Rabbit,Rabbit,84,White,Small,2.06226123036576,1,0,45,1,0
Dog,Golden Retriever,119,White,Small,6.67663485689679,0,0,77,0,0
Cat,Persian,156,White,Large,24.9755304286998,0,1,65,0,0
Dog,Labrador,16,Gray,Medium,25.0922542692481,1,0,14,1,1
Cat,Persian,175,Orange,Large,9.48003743264319,1,0,3,0,0
Rabbit,Rabbit,104,Brown,Large,26.3720198033399,1,0,24,1,0
Bird,Parakeet,92,Black,Small,23.3817052329821,1,0,65,0,0
Rabbit,Rabbit,27,Brown,Large,13.1193170300669,0,0,48,0,0
Dog,Labrador,170,Gray,Medium,22.7037839877461,1,0,10,1,1
Rabbit,Rabbit,175,White,Large,28.8787043046494,1,0,13,0,0
Dog,Poodle,162,Black,Large,14.3101218238951,1,0,73,0,0
Cat,Persian,165,Gray,Small,7.91438818965103,1,0,14,0,0
Cat,Persian,134,Gray,Medium,28.3126785014545,0,0,10,1,0
Bird,Parakeet,135,Gray,Large,18.5085843683344,1,0,40,0,0
Bird,Parakeet,153,Black,Small,4.05268971193233,0,0,23,1,0
Cat,Persian,33,Black,Large,17.607801659844,1,0,55,0,0
Bird,Parakeet,55,Orange,Medium,15.5168457940007,1,0,63,0,1
Dog,Labrador,7,Orange,Large,25.8120779281913,1,0,71,1,1
Dog,Poodle,57,Brown,Large,16.3901605031421,1,0,42,0,0
Dog,Golden Retriever,126,Black,Small,8.40174059598422,1,1,66,0,0
Cat,Siamese,12,Black,Large,20.5936778520818,0,1,79,1,0
Rabbit,Rabbit,16,Black,Small,16.7346881235318,1,0,73,1,1
Dog,Labrador,43,Orange,Medium,7.7582942197393,1,0,47,0,1
Rabbit,Rabbit,117,Gray,Large,17.6352078803443,0,0,81,0,0
Dog,Poodle,135,White,Medium,24.8245317588009,1,0,52,1,1
Rabbit,Rabbit,111,Orange,Medium,1.8285566139963,1,1,18,1,0
Bird,Parakeet,51,Black,Large,19.2946801207082,1,0,79,1,0
Rabbit,Rabbit,160,Orange,Small,11.1379706777474,1,1,18,0,0
Cat,Persian,75,Brown,Medium,9.4874719270233,1,0,24,1,1
Rabbit,Rabbit,8,Black,Medium,12.3850447604722,0,0,23,0,1
Rabbit,Rabbit,45,Brown,Large,10.9186572631915,0,0,12,0,0
Dog,Poodle,59,Black,Large,25.1349340945448,1,0,23,0,0
Rabbit,Rabbit,132,Orange,Large,8.96913651226912,1,0,21,0,0
Rabbit,Rabbit,104,Gray,Large,22.261437670091,1,0,64,0,0
Cat,Persian,157,White,Large,3.72773478662907,0,0,72,0,0
Dog,Poodle,157,Brown,Large,28.5904948020481,0,0,34,0,0
Dog,Labrador,98,Orange,Small,19.047182480208,0,0,2,0,0
Dog,Labrador,156,Gray,Medium,21.4948387342922,1,0,69,0,1
Cat,Siamese,79,Orange,Small,9.64314063073908,1,1,31,0,0
Dog,Poodle,124,Brown,Small,12.9508004925353,1,0,68,0,0
Cat,Siamese,172,White,Large,7.48957320185831,0,0,70,0,0
Cat,Persian,4,Orange,Medium,28.0435464882645,0,1,87,0,0
Bird,Parakeet,90,Black,Small,15.15502896594,1,0,19,0,0
Cat,Persian,104,Gray,Large,19.2829953540817,0,0,72,1,0
Cat,Persian,137,Orange,Large,22.2938888853907,1,1,13,1,0
Bird,Parakeet,119,Gray,Medium,11.7620766418866,1,0,65,1,1
Cat,Persian,133,Black,Small,21.8829479816351,1,0,6,0,0
Bird,Parakeet,56,White,Small,20.6037822029339,1,0,71,0,0
Rabbit,Rabbit,96,White,Small,21.4641206823445,1,0,27,0,0
Dog,Golden Retriever,178,Black,Large,15.1876671059338,0,0,79,1,0
Dog,Golden Retriever,75,Gray,Medium,12.1051840864569,1,1,52,0,0
Bird,Parakeet,143,Orange,Medium,7.44038345806071,1,0,87,0,1
Cat,Siamese,32,Black,Small,24.9141642312259,0,0,48,0,0
Cat,Siamese,28,Brown,Large,18.6421513494187,1,0,88,0,0
Bird,Parakeet,22,Gray,Small,13.8862136868274,0,0,79,1,0
Bird,Parakeet,17,White,Medium,28.3758812946077,0,1,68,1,0
Rabbit,Rabbit,59,Black,Large,2.38732556270413,0,0,44,1,0
Dog,Poodle,90,White,Small,25.6549864109464,1,1,17,0,0
Rabbit,Rabbit,106,Gray,Small,29.9298951954332,1,0,38,1,0
Rabbit,Rabbit,26,White,Large,26.7213212156032,1,0,10,0,0
Rabbit,Rabbit,25,Black,Medium,24.5026609828531,0,1,54,1,0
Cat,Persian,138,Gray,Large,11.8548738087834,1,1,6,0,0
Cat,Persian,45,Brown,Small,7.70811128560651,1,1,6,0,0
Cat,Siamese,83,Black,Small,22.3106650944884,1,0,52,0,0
Bird,Parakeet,11,Orange,Small,9.83268562236848,0,0,15,0,0
Bird,Parakeet,104,Black,Small,6.10515078249415,0,0,68,1,0
Bird,Parakeet,68,Gray,Medium,23.8092507260041,0,1,57,1,0
Bird,Parakeet,95,Black,Medium,10.0637659148649,1,0,56,0,1
Rabbit,Rabbit,156,Brown,Small,27.5188101551328,1,0,7,0,0
Rabbit,Rabbit,65,Brown,Medium,25.3783466997546,1,0,51,0,1
Rabbit,Rabbit,49,Orange,Medium,25.5815695557684,1,0,58,1,1
Cat,Persian,175,White,Medium,23.375522055619,1,1,64,0,0
Cat,Persian,52,Gray,Small,26.5455612894674,1,0,26,0,0
Bird,Parakeet,102,Gray,Large,24.3666598731655,1,0,58,0,0
Bird,Parakeet,57,White,Large,18.4728295436671,0,0,31,0,0
Bird,Parakeet,47,Brown,Large,9.57885883887403,0,0,66,1,0
Dog,Poodle,159,Brown,Small,26.7580666032103,1,0,13,0,0
Cat,Siamese,174,Black,Medium,25.3775050604226,1,0,18,0,1
Cat,Persian,26,Orange,Medium,14.7135003441058,0,0,75,1,0
Rabbit,Rabbit,114,Orange,Small,2.1332818940567,1,0,13,0,0
Bird,Parakeet,5,Orange,Small,19.5177680946555,1,0,24,0,1
Rabbit,Rabbit,84,Black,Large,2.46730875662087,1,0,57,0,0
Dog,Labrador,52,Orange,Large,27.8621188936038,1,0,29,0,1
Dog,Golden Retriever,105,White,Small,28.8873064421339,1,0,56,0,0
Cat,Siamese,54,Black,Large,6.49521423108852,1,0,54,1,0
Bird,Parakeet,161,White,Medium,20.6152919635924,0,0,5,1,0
Cat,Persian,178,Black,Small,3.67580113232012,1,1,35,1,0
Dog,Labrador,166,Orange,Small,22.1559909286205,1,0,19,1,1
Bird,Parakeet,155,White,Medium,11.0713423184276,1,0,55,0,1
Dog,Golden Retriever,15,White,Medium,20.7504532401829,1,1,77,0,1
Rabbit,Rabbit,61,White,Medium,11.8134187668632,0,0,69,0,0
Bird,Parakeet,122,Black,Large,5.22145778516384,1,1,44,1,0
Rabbit,Rabbit,21,Gray,Small,12.7771894345742,0,0,78,0,0
Cat,Persian,46,Orange,Large,4.26753227240891,1,1,38,0,0
Cat,Siamese,134,White,Medium,17.7296149743314,1,1,62,0,0
Cat,Siamese,38,Gray,Large,2.18759443233491,1,0,22,0,0
Rabbit,Rabbit,62,Orange,Medium,16.2922707083959,1,0,73,0,1
Rabbit,Rabbit,86,Orange,Large,26.7046907657707,1,0,40,1,0
Dog,Golden Retriever,78,White,Large,25.2983248334615,0,0,26,0,0
Bird,Parakeet,46,White,Medium,26.6006692891684,1,0,5,1,1
Rabbit,Rabbit,141,Black,Large,27.7394152616861,0,0,54,0,0
Cat,Siamese,3,Gray,Small,4.03130874839513,1,0,86,1,1
Bird,Parakeet,6,Gray,Large,4.73366888339568,0,0,49,1,0
Dog,Labrador,93,White,Large,17.1531973830807,1,1,3,1,0
Cat,Siamese,8,Orange,Small,26.9252073843084,1,0,38,0,1
Bird,Parakeet,172,White,Medium,29.2561342391969,1,0,14,0,1
Dog,Golden Retriever,108,Orange,Small,2.34159560286,1,0,47,0,0
Rabbit,Rabbit,161,Orange,Large,11.3174484418191,1,0,14,0,0
Dog,Poodle,75,White,Medium,7.17393338513981,1,0,75,0,1
Dog,Golden Retriever,77,Brown,Large,22.9230096190062,1,1,73,1,0
Cat,Siamese,50,Gray,Large,19.5656221875739,1,0,38,0,0
Rabbit,Rabbit,11,Orange,Small,4.47675291303152,1,0,64,0,1
Rabbit,Rabbit,95,Orange,Small,15.0221399535842,1,1,44,0,0
Dog,Poodle,156,Brown,Medium,20.8777751487675,1,1,70,1,0
Rabbit,Rabbit,70,Black,Medium,23.5911564237971,1,0,65,1,1
Rabbit,Rabbit,169,Brown,Medium,1.58152858373625,1,0,25,0,1
Rabbit,Rabbit,16,Brown,Large,26.8236176455328,1,0,16,0,1
Cat,Siamese,68,Orange,Small,17.5091601055652,0,0,15,1,0
Bird,Parakeet,99,Gray,Small,24.5453643338372,1,1,81,0,0
Rabbit,Rabbit,48,Brown,Small,24.4302028704142,1,0,3,0,0
Dog,Poodle,64,Black,Medium,6.50572714785811,1,0,67,1,1
Dog,Poodle,90,White,Small,4.19499148735536,1,1,37,1,0
Rabbit,Rabbit,76,Brown,Small,21.917330800241,0,0,81,0,0
Rabbit,Rabbit,139,Brown,Small,5.53638064582695,0,1,55,0,0
Cat,Siamese,101,Black,Medium,25.648187250737,1,0,38,0,1
Cat,Persian,89,Gray,Small,22.0594950320011,1,0,63,0,0
Cat,Siamese,18,Brown,Medium,25.4129355665926,1,0,1,0,1
Cat,Siamese,19,Brown,Small,9.67136770867104,1,0,71,0,1
Bird,Parakeet,55,Gray,Small,10.1813437519065,1,0,19,0,0
Cat,Persian,102,Black,Small,20.4654251340432,1,0,52,0,0
Dog,Golden Retriever,118,Brown,Medium,1.91193269670948,1,0,30,0,1
Dog,Poodle,154,Gray,Medium,22.0684056437853,1,1,55,0,0
Rabbit,Rabbit,134,Brown,Small,25.2377090547834,1,0,14,0,0
Dog,Golden Retriever,4,White,Large,13.039744011519,0,0,13,0,0
Dog,Golden Retriever,108,Orange,Medium,23.1814860725656,1,0,84,0,1
Cat,Persian,115,White,Medium,6.0637165924856,1,1,27,0,0
Rabbit,Rabbit,29,Brown,Small,10.3455514207651,1,0,89,1,0
Rabbit,Rabbit,59,Black,Large,29.2548439302038,1,0,9,0,0
Cat,Siamese,125,Orange,Small,29.6035170332437,1,0,41,1,0
Cat,Persian,98,White,Medium,15.8655465376261,0,0,48,0,0
Cat,Persian,17,Gray,Medium,28.0938239524524,1,0,12,0,1
Cat,Siamese,107,Black,Small,16.1591896636488,0,0,10,0,0
Dog,Labrador,43,White,Small,9.45605571667356,1,0,6,0,1
Cat,Siamese,80,Gray,Large,8.74007935486438,1,1,34,1,0
Dog,Poodle,162,Brown,Large,27.9556654556763,1,1,52,1,0
Cat,Persian,8,Gray,Medium,6.00094528024191,0,0,41,1,1
Dog,Golden Retriever,141,White,Large,17.8093412878527,0,0,83,0,0
Cat,Persian,106,White,Large,17.1102269738189,0,0,6,0,0
Bird,Parakeet,8,Brown,Medium,22.4490288549369,0,0,2,0,1
Dog,Poodle,96,Gray,Medium,15.4780443182185,1,1,15,0,0
Bird,Parakeet,94,Gray,Medium,8.89628416053589,1,0,17,0,1
Cat,Siamese,65,Brown,Medium,5.91249848931578,1,0,16,1,1
Bird,Parakeet,171,Gray,Small,19.0037453016709,0,1,28,1,0
Dog,Labrador,39,Brown,Medium,21.8507319487438,1,0,85,0,1
Rabbit,Rabbit,81,Black,Medium,17.5161170817789,1,0,72,0,1
Cat,Siamese,84,White,Medium,22.4121870365147,0,0,10,0,0
Dog,Labrador,88,Black,Large,5.10411487104884,1,0,10,0,1
Bird,Parakeet,86,Orange,Medium,26.5916356533509,0,0,10,0,0
Dog,Labrador,93,Orange,Small,17.8894697438466,0,0,73,1,0
Bird,Parakeet,86,Orange,Small,4.67847387988532,1,0,28,0,0
Bird,Parakeet,44,Brown,Medium,14.3958309219663,1,0,24,0,1
Bird,Parakeet,137,Gray,Small,25.4989603981114,1,0,19,0,0
Bird,Parakeet,165,Black,Large,27.0293036101416,1,0,68,0,0
Cat,Siamese,74,Black,Medium,8.67483564496408,1,0,56,1,1
Cat,Persian,36,Black,Small,21.6267089166031,1,0,67,0,0
Rabbit,Rabbit,101,Black,Small,3.89957217702952,1,0,42,1,0
Cat,Siamese,156,Orange,Medium,1.97283027095258,1,0,12,0,1
Cat,Persian,170,Black,Small,17.2515696607783,0,0,18,1,0
Cat,Siamese,171,Gray,Medium,21.1499998005157,0,0,23,0,0
Dog,Labrador,170,Orange,Small,24.0778152041186,1,0,84,0,1
Rabbit,Rabbit,104,Black,Large,10.8662709152047,1,0,6,1,0
Rabbit,Rabbit,66,Brown,Small,1.18923690243772,0,0,53,1,0
Bird,Parakeet,55,White,Small,14.9060578762293,1,0,42,1,0
Rabbit,Rabbit,176,White,Medium,1.45975281583344,0,0,66,0,0
Dog,Labrador,91,White,Small,3.6675508094532,1,0,30,1,1
Rabbit,Rabbit,22,Orange,Medium,10.4739816534207,0,1,9,1,0
Cat,Persian,101,Black,Large,13.6779894372451,1,0,42,0,0
Rabbit,Rabbit,155,Orange,Medium,9.10461379565981,1,1,34,1,0
Dog,Golden Retriever,121,Gray,Medium,17.8740927286365,0,0,40,0,0
Dog,Golden Retriever,93,Brown,Small,2.60514388732476,1,0,88,0,0
Dog,Labrador,108,Brown,Large,5.19281159694796,1,0,17,0,1
Dog,Labrador,141,White,Medium,21.1624936219076,0,0,29,1,1
Rabbit,Rabbit,173,White,Small,5.12208475433961,0,0,50,0,0
Rabbit,Rabbit,10,White,Small,19.5534808455423,1,0,76,0,1
Rabbit,Rabbit,9,Black,Medium,2.5858540018476,1,1,49,0,1
Rabbit,Rabbit,155,Gray,Small,12.8140860944551,1,1,73,0,0
Bird,Parakeet,34,Gray,Medium,6.14487463351429,0,0,61,0,0
Bird,Parakeet,129,Gray,Medium,4.17945219352041,1,1,83,0,0
Cat,Persian,160,Gray,Medium,17.4439507215356,0,1,46,1,0
Bird,Parakeet,89,White,Large,27.921737388163,1,1,46,1,0
Dog,Poodle,93,Brown,Medium,2.58882438978292,1,0,17,1,1
Cat,Persian,71,White,Small,13.225073198323,1,0,66,1,0
Dog,Golden Retriever,67,Gray,Large,21.5185276946179,1,0,5,0,0
Dog,Poodle,148,White,Small,14.417947118947,1,0,54,0,0
Dog,Labrador,117,Gray,Large,24.3883824370521,1,1,16,0,0
Bird,Parakeet,94,Orange,Large,6.20971416005982,1,0,81,0,0
Bird,Parakeet,163,Brown,Large,28.8282319458045,1,0,7,1,0
Cat,Siamese,99,Orange,Large,12.1697162054037,1,1,8,0,0
Dog,Golden Retriever,113,Black,Small,10.905519355384,1,0,72,1,0
Dog,Labrador,103,White,Medium,26.3635680405918,1,1,87,0,1
Dog,Golden Retriever,91,Black,Small,17.3521439248612,1,0,82,1,0
Cat,Persian,90,White,Medium,15.9768859151818,1,0,38,0,1
Cat,Persian,17,Orange,Small,22.0823596663245,1,0,54,0,1
Dog,Poodle,18,Gray,Large,17.8151929101516,1,0,76,1,1
Rabbit,Rabbit,173,Gray,Large,5.71295369795635,1,0,15,0,0
Bird,Parakeet,116,White,Medium,20.551731063083,1,1,50,1,0
Bird,Parakeet,93,Gray,Medium,4.87059749918173,1,1,56,0,0
Cat,Persian,91,Orange,Small,24.3698734546878,1,0,9,0,0
Dog,Poodle,82,Gray,Medium,29.7023613336559,1,0,8,1,1
Dog,Labrador,68,Orange,Small,11.9442411242685,1,1,19,0,0
Bird,Parakeet,114,Black,Medium,13.8979210478584,1,0,51,1,1
Bird,Parakeet,1,Orange,Medium,2.34657600900156,1,0,72,0,1
Rabbit,Rabbit,58,Brown,Medium,1.39826245439477,1,1,57,0,0
Bird,Parakeet,154,Brown,Large,27.7211607114135,0,1,68,0,0
Bird,Parakeet,109,Brown,Large,4.73009775273657,0,0,31,0,0
Cat,Siamese,148,White,Small,13.9275836792246,0,0,3,0,0
Rabbit,Rabbit,116,White,Medium,24.6452840918113,1,0,83,0,1
Cat,Persian,87,White,Small,26.7902440379213,1,0,43,0,0
Bird,Parakeet,10,Orange,Medium,16.0625328732206,0,1,29,0,0
Rabbit,Rabbit,59,White,Large,17.3859432243025,1,1,10,0,0
Cat,Siamese,41,Black,Large,20.4208352014349,1,0,12,0,0
Rabbit,Rabbit,105,Brown,Medium,28.8800916341677,1,0,46,0,1
Rabbit,Rabbit,133,Orange,Medium,18.4774288673906,1,1,30,0,0
Cat,Persian,122,Brown,Large,17.224782524234,1,0,82,0,0
Rabbit,Rabbit,145,White,Large,1.42148992271373,0,0,88,0,0
Bird,Parakeet,22,Orange,Small,3.34754135864833,1,1,32,0,0
Rabbit,Rabbit,98,Gray,Large,17.7379771720959,0,0,73,1,0
Cat,Siamese,169,Black,Medium,28.1509712464089,1,0,47,1,1
Dog,Golden Retriever,68,White,Small,26.1340491035825,1,0,88,0,0
Rabbit,Rabbit,139,White,Medium,29.4947887667739,0,0,63,0,0
Dog,Poodle,56,Black,Small,16.3071870892769,0,0,26,1,0
Dog,Golden Retriever,179,Black,Medium,23.8499972146952,1,0,3,0,1
Cat,Siamese,149,Gray,Large,25.3716096131909,1,1,23,1,0
Cat,Siamese,99,White,Medium,19.792918062595,1,0,75,1,1
Bird,Parakeet,76,White,Small,10.8237472222207,0,0,74,0,0
Bird,Parakeet,26,Brown,Medium,14.629374605076,0,0,50,0,0
Cat,Siamese,115,Orange,Small,25.8795950950635,1,0,36,1,0
Cat,Persian,147,Orange,Medium,9.65788985348275,0,0,13,1,0
Cat,Persian,109,Brown,Large,27.7885508067328,1,0,29,0,0
Dog,Poodle,47,Orange,Large,7.66438390125729,0,0,38,0,0
Rabbit,Rabbit,71,Black,Medium,22.7359760395466,1,0,77,0,1
Bird,Parakeet,154,Orange,Medium,19.2862177960264,0,1,84,0,0
Rabbit,Rabbit,40,Orange,Medium,22.7383837925021,0,0,5,1,0
Dog,Golden Retriever,133,Brown,Small,13.6830796005453,1,0,20,1,0
Rabbit,Rabbit,149,Gray,Medium,28.0465908140656,1,0,78,0,1
Dog,Poodle,132,Orange,Medium,19.3416938699328,0,0,14,1,0
Rabbit,Rabbit,23,Orange,Small,9.36057833207343,0,0,8,0,0
Dog,Labrador,106,Gray,Large,19.5151970489122,0,0,48,0,0
Bird,Parakeet,84,Brown,Medium,9.3176566690039,1,0,13,0,1
Bird,Parakeet,143,Gray,Medium,9.51533936103635,1,1,24,0,0
Rabbit,Rabbit,116,Brown,Large,12.5883568370052,0,0,79,0,0
Cat,Siamese,109,Black,Large,25.7204821095045,1,0,65,0,0
Rabbit,Rabbit,136,Brown,Small,15.5086383574258,1,0,86,1,0
Dog,Labrador,41,Black,Medium,20.688124424676,1,0,34,1,1
Cat,Persian,112,Black,Medium,12.3670644679594,1,1,51,0,1
Rabbit,Rabbit,147,Brown,Small,8.64455775439956,1,0,3,0,1
Cat,Persian,112,White,Large,28.6845646607707,0,0,78,0,1
Rabbit,Rabbit,103,Brown,Small,18.5038561665688,0,0,58,1,0
Cat,Siamese,46,Orange,Large,28.0845888188988,1,0,72,0,0
Dog,Labrador,156,Orange,Small,6.89897706375114,1,0,55,0,1
Dog,Labrador,68,White,Large,5.25993075347505,1,1,80,0,0
Rabbit,Rabbit,122,Black,Small,25.8188643065932,1,0,42,0,1
Dog,Labrador,15,White,Large,20.7465991659003,1,0,21,0,1
Dog,Labrador,165,Orange,Large,6.4107764783556,1,0,10,1,0
Bird,Parakeet,129,White,Large,8.81143131924259,0,0,57,1,0
Dog,Golden Retriever,111,Brown,Large,24.219254304234,1,1,25,0,1
Rabbit,Rabbit,24,White,Large,14.1621899798821,0,0,56,0,0
Cat,Siamese,27,Black,Medium,20.4456746886766,0,0,38,0,1
Cat,Persian,40,Brown,Large,10.2322086419443,1,0,86,1,1
Rabbit,Rabbit,164,Gray,Medium,12.0556686304714,0,0,61,0,0
Cat,Siamese,24,Orange,Large,29.73066420007,0,0,47,0,1
Cat,Persian,24,Orange,Medium,8.18089552806684,0,0,54,0,0
Cat,Siamese,4,White,Medium,15.6872349340589,1,0,46,0,1
Dog,Golden Retriever,67,Brown,Small,25.4876679525254,1,1,68,0,1
Bird,Parakeet,34,Gray,Large,7.93747319630988,0,0,4,0,1
Dog,Golden Retriever,177,Brown,Small,13.0411989438456,1,1,66,0,1
Dog,Poodle,116,Orange,Small,18.8376473337297,0,0,43,0,1
Cat,Siamese,23,Brown,Large,14.954456392778,1,0,62,0,0
Dog,Labrador,109,Gray,Small,14.3255657305392,1,0,85,0,1
Bird,Parakeet,69,White,Large,11.5127822083416,1,1,85,0,0
Dog,Poodle,95,Black,Small,18.0127435054728,1,0,85,0,0
Bird,Parakeet,62,Brown,Large,19.1068082397847,1,0,4,0,0
Bird,Parakeet,169,Black,Large,19.9453966861395,1,0,65,1,1
Dog,Golden Retriever,57,Orange,Large,3.04067512927485,1,1,62,0,0
Rabbit,Rabbit,54,White,Medium,19.2999910956494,1,1,2,0,0
Dog,Labrador,70,White,Small,28.6438781846558,1,0,9,0,0
Dog,Labrador,101,Brown,Medium,16.6886008303144,1,1,57,0,1
Rabbit,Rabbit,57,White,Small,21.7427453927681,0,0,45,0,1
Dog,Golden Retriever,138,Brown,Small,17.1452369250173,0,1,18,1,1
Rabbit,Rabbit,168,Brown,Small,25.7874779391674,1,0,48,0,1
Cat,Persian,135,Black,Medium,27.9579097433295,1,0,42,0,0
Bird,Parakeet,103,White,Small,6.34237707959442,1,0,41,1,1
Bird,Parakeet,166,Brown,Medium,13.6689410601567,0,0,75,1,0
Rabbit,Rabbit,85,Black,Large,12.3790809270489,0,0,89,1,1
Cat,Persian,61,Gray,Small,12.7512385756791,1,0,58,1,0
Cat,Persian,3,Black,Small,4.6402012556084,1,0,42,1,1
Cat,Siamese,128,Black,Large,24.5948560534409,0,0,35,0,1
Bird,Parakeet,179,Brown,Large,2.03722104743312,1,0,38,0,1
Dog,Poodle,86,Orange,Small,16.3185716240876,1,1,67,0,1
Rabbit,Rabbit,47,Orange,Large,20.194473253296,1,1,41,1,0
Rabbit,Rabbit,76,Orange,Medium,7.01661370370744,1,1,50,1,1
Cat,Persian,38,Black,Medium,27.2696555708651,1,0,86,0,1
Rabbit,Rabbit,164,Brown,Small,25.317927003719,1,0,72,0,1
Dog,Labrador,169,White,Medium,14.6614281550338,1,1,79,1,0
Cat,Siamese,141,Black,Medium,12.923319037864,0,1,45,1,1
Rabbit,Rabbit,87,Black,Small,7.8604698311219,1,0,71,0,1
Dog,Poodle,58,Brown,Large,22.1698035147039,0,0,19,1,0
Rabbit,Rabbit,50,Gray,Small,4.82057018932696,0,0,17,0,0
Dog,Golden Retriever,30,Black,Medium,20.7268948614697,1,0,65,0,0
Rabbit,Rabbit,101,Gray,Small,25.431252597434,1,0,77,0,1
Rabbit,Rabbit,25,Gray,Small,7.62567570159369,1,0,56,0,0
Bird,Parakeet,112,Orange,Medium,26.1263946840639,1,1,41,0,1
Bird,Parakeet,155,Brown,Medium,1.96637278374575,1,0,42,1,0
Rabbit,Rabbit,179,Gray,Small,27.4708341762092,1,0,6,1,1
Bird,Parakeet,126,Brown,Medium,4.43250460768764,1,0,69,1,0
Cat,Persian,123,Orange,Medium,19.7270161602029,1,1,75,0,0
